image,quality_score,quality_score,caption,modifier,similarity_score,similarity_sentence,ImageReward_score,,align_score,prompt
2114.png,36.57,36.57,a blurry picture of a lake with a blue sky,0.221426939,0.5651,a blurry picture of a lake with ,-2.221562862,,47.314,Snow mountain and tree reflection in the lake
2115.png,61.319,61.319,a snow covered mountain with a view of the ocean,0.349405714,0.6636,a snow covered mountain with a view of the ,1.769037247,,59.691,Snow mountain and tree reflection in the lake
2116.png,51.034,51.034,a man flying through the air while riding a kite,0.038659636,0.1222,a man flying through the air ,-1.52405858,,49.42,"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu"
2117.png,56.95,56.95,a painting of an orange and yellow fire hydrant,0.114763636,0.263,a painting of an orange and yellow fire ,0.682431996,,60.399,"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu"
2118.png,44.536,44.536,a painting of a pool of water next to a fire hydrant,0.038456727,0.2518,a painting of ,-0.536219656,,43.315,"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu"
2119.png,55.131,55.131,a painting of a fire hydrant in the middle of a street,0.059907273,0.2615,a painting of a fire ,0.275177658,,55.322,"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu"
2120.png,50.197,50.197,a black and white photo of a black and white photo of a black and,0.014471111,0.1628,a black ,0.161434799,,43.269,a dolphin in an astronaut suit on saturn
2121.png,54.497,54.497,a painting of a cartoon character with a jet ski on top of it,0.13165,0.2633,a painting of a cartoon character with a jet ,-1.360792398,,40.477,a dolphin in an astronaut suit on saturn
2122.png,46.331,46.331,a close up picture of a bird flying through the air,0.155133333,0.2685,a close up picture of a bird flying through the air ,-2.112637758,,41.402,a dolphin in an astronaut suit on saturn
2123.png,45.306,45.306,a blue and white object with a blue background,0.06815,0.2115,a blue and white object with ,-2.262419701,,38.997,a dolphin in an astronaut suit on saturn
2124.png,47.335,47.335,a boy sitting in front of a bookshelf reading a book,0.259047692,0.5295,a boy sitting in front of a bookshelf reading a book ,0.798872411,,50.602,a library filled with kids reading books
2125.png,31.911,31.911,a room filled with children playing with toys,0.122097231,0.4724,a room filled with children ,-0.724529028,,37.647,a library filled with kids reading books
2126.png,43.642,43.642,a little girl sitting in front of a book shelf filled with books,0.31074,0.5179,a little girl sitting in front of a book shelf filled with books ,-0.0909582,,42.338,a library filled with kids reading books
2127.png,47.236,47.236,a store with shelves full of books on the shelves,0.216875077,0.5594,a store with shelves full of books on the ,-1.364349723,,46.671,a library filled with kids reading books
2128.png,51.464,51.464,a large white boat in the water,0.145744615,0.6648,a large white boat ,0.090850145,,59.607,a large white yacht in a calm bay on a sunny day
2129.png,58.513,58.513,a large white and blue boat in the water,0.231713077,0.6478,a large white and blue boat in ,1.086968184,,64.776,a large white yacht in a calm bay on a sunny day
2130.png,38.021,38.021,a blurry image of a boat in the water,0.155270769,0.4806,a blurry image of a boat in ,-1.334478378,,45.014,a large white yacht in a calm bay on a sunny day
2131.png,60.162,60.162,a large white boat sitting on top of a body of water,0.207546923,0.6662,a large white boat sitting ,0.437651008,,65.283,a large white yacht in a calm bay on a sunny day
2132.png,26.627,26.627,a child's room with toys and toys on the walls,0.23969625,0.4677,a child's room with toys and toys on the ,-1.443825483,,43.964,purple lego dollhouse with a pool and a swing
2133.png,48.014,48.014,a dollhouse with a dollhouse dollhouse and a dollhouse dollhouse,0.1452075,0.6114,a dollhouse with a ,1.56631875,,48.072,purple lego dollhouse with a pool and a swing
2134.png,54.784,54.784,a small child's toy house with a clock on the top of it,0.18764625,0.4549,a small child's toy house with a ,1.736063957,,57.69,purple lego dollhouse with a pool and a swing
2135.png,48.468,48.468,a small child's toy house with a blue floor,0.19069875,0.4623,a small child's toy house with a ,-0.12078885,,43.591,purple lego dollhouse with a pool and a swing
2136.png,45.632,45.632,a garden area with a tree and shrubbery,0.227353846,0.6568,a garden area with a tree and ,0.307552427,,49.964,a small garden with an apple tree behind it
2137.png,50.747,50.747,a bench sitting in the middle of a garden,0.123286154,0.2544,a bench sitting in the middle of a garden ,-0.550274014,,47.311,a small garden with an apple tree behind it
2138.png,35.999,35.999,a green field with trees and bushes,0.206196923,0.4964,a green field with trees and bushes ,-2.036623955,,40.212,a small garden with an apple tree behind it
2139.png,55.947,55.947,a garden area with plants and a lawn,0.135287308,0.6171,a garden area with ,-0.036904063,,55.871,a small garden with an apple tree behind it
2140.png,51.888,51.888,a red rose sitting on top of a piece of paper,0.143736471,0.2656,a red rose sitting on top of a piece of paper ,0.545563579,,49.379,a bloody mary cocktail next to a napkin
2141.png,35.78,35.78,a red plastic container filled with a green liquid,0.18852,0.3142,a red plastic container filled with a green liquid ,-2.172244549,,34.961,a bloody mary cocktail next to a napkin
2142.png,50.972,50.972,a green plant sitting on top of a white plate,0.015745882,0.1673,a green ,0.295977116,,43.729,a bloody mary cocktail next to a napkin
2143.png,48.011,48.011,a glass of orange juice sitting on top of a table,0.256,0.4352,a glass of orange juice sitting on top of a table ,0.659879148,,50.433,a bloody mary cocktail next to a napkin
2144.png,39.498,39.498,a painting of a red truck with a dog on it,0.496759259,0.725,a painting of a red truck with a dog ,-0.01535818,,52.936,a kids' book cover with an illustration of white dog driving a red pickup truck
2145.png,52.246,52.246,a painting of a cat sitting on top of a book,0.18735,0.3747,a painting of a cat sitting on top of a book ,1.228917718,,51.863,a kids' book cover with an illustration of white dog driving a red pickup truck
2146.png,43.48,43.48,a painting of a dog sitting on top of a cake,0.103022222,0.4636,a painting of a dog ,-0.053293396,,52.438,a kids' book cover with an illustration of white dog driving a red pickup truck
2147.png,53.875,53.875,a truck with a picture of a bear on the side of it,0.167295556,0.5791,a truck with a picture of ,1.766125441,,50.795,a kids' book cover with an illustration of white dog driving a red pickup truck
2148.png,42.956,42.956,a kitchen with a stove a sink and a microwave,0.098579032,0.6791,a kitchen with ,0.488183349,,57.479,A bare kitchen has wood cabinets and white appliances
2149.png,53.97,53.97,a kitchen with a stove top oven and a sink,0.098579032,0.6791,a kitchen with ,0.577827811,,54.12,A bare kitchen has wood cabinets and white appliances
2150.png,28.144,28.144,a white stove top oven sitting in a kitchen,0.222654194,0.5229,a white stove top oven sitting in a kitchen ,-2.251955748,,41.427,A bare kitchen has wood cabinets and white appliances
2151.png,53.297,53.297,a kitchen with wooden cabinets and a stove top oven,0.261382258,0.7717,a kitchen with wooden cabinets and ,-1.246958971,,55.159,A bare kitchen has wood cabinets and white appliances
2152.png,28.426,28.426,a sunset shot of a body of water,0.103296226,0.2765,a sunset shot of a body of water ,-2.28315115,,28.386,a fall landscape with a small cottage next to a lake
2153.png,54.747,54.747,a lake with a house and a boat in front of it,0.166089057,0.6113,a lake with a house and ,0.902578831,,58.713,a fall landscape with a small cottage next to a lake
2154.png,57.308,57.308,a house with trees and a river,0.135113208,0.385,a house with trees and a river ,1.545347571,,61.298,a fall landscape with a small cottage next to a lake
2155.png,48.591,48.591,a lake with trees and a house,0.241381132,0.6092,a lake with trees and a house ,1.700564623,,51.367,a fall landscape with a small cottage next to a lake
2156.png,56.349,56.349,a teddy bear sitting on top of a cart on a city street,0.107764091,0.6079,a teddy bear ,1.982850075,,60.292,a teddy bear on a skateboard in times square
2157.png,37.924,37.924,a teddy bear is standing in the middle of a crowd of people,0.130843636,0.5997,a teddy bear is ,1.076162219,,52.732,a teddy bear on a skateboard in times square
2158.png,52.72,52.72,a teddy bear sitting on top of a skateboard,0.38694,0.6449,a teddy bear sitting on top of a skateboard ,1.946332812,,53.494,a teddy bear on a skateboard in times square
2159.png,47.32,47.32,a teddy bear sitting on a city street,0.103013182,0.5811,a teddy bear ,1.793431878,,45.369,a teddy bear on a skateboard in times square
2160.png,57.158,57.158,a dog wearing a blue shirt and blue tie,0.2748375,0.8725,a dog wearing a blue ,1.502890229,,58.918,A blue colored dog
2161.png,33.84,33.84,a blurry image of a dog in the water,0.2447295,0.5263,a blurry image of a dog in the ,0.199112251,,37.413,A blue colored dog
2162.png,58.903,58.903,a blue teddy bear sitting on the ground,0.060291,0.5742,a blue ,1.441160917,,65.032,A blue colored dog
2163.png,52.605,52.605,a blue and white dog standing on the ground,0.240471,0.7634,a blue and white dog ,0.890550971,,58.276,A blue colored dog
2164.png,65.285,65.285,a man riding on the back of a brown horse,0.176656271,0.4136,a man riding on the back of a brown horse ,1.388780713,,60.355,A photo of an astronaut riding a horse in the forest.
2165.png,49.248,49.248,a man riding on the back of a brown horse through a forest,0.3096,0.516,a man riding on the back of a brown horse through a forest ,0.134899512,,48.667,A photo of an astronaut riding a horse in the forest.
2166.png,57.804,57.804,a man riding on the back of a brown horse,0.176656271,0.4136,a man riding on the back of a brown horse ,1.583038092,,54.009,A photo of an astronaut riding a horse in the forest.
2167.png,39.781,39.781,a woman riding on the back of a brown horse,0.160861017,0.3595,a woman riding on the back of a brown horse ,1.17826581,,46.369,A photo of an astronaut riding a horse in the forest.
2168.png,53.204,53.204,a bicycle parked on the edge of a pier,0.079925,0.6394,a bicycle ,1.111810327,,49.973,A bicycle on top of a boat
2169.png,34.124,34.124,a person riding a bicycle on top of a boat,0.662916667,0.74,a person riding a bicycle on top of a boat ,0.826184571,,42.744,A bicycle on top of a boat
2170.png,59.455,59.455,a bicycle parked on a dock in the water,0.0793625,0.6349,a bicycle ,1.192691326,,55.264,A bicycle on top of a boat
2171.png,55.668,55.668,a bike parked next to a boat on the water,0.35316,0.7848,a bike parked next to a boat on the ,1.724509478,,60.046,A bicycle on top of a boat
2172.png,67.615,67.615,a knife and a piece of bread on a cutting board,0.525875745,0.7356,a knife and a piece of bread on a cutting ,0.075655609,,56.261,a sword slicing through a loaf of bread
2173.png,48.79,48.79,a piece of cake with a knife sticking out of it,0.188475319,0.5091,a piece of cake with a knife ,-1.93848145,,50.307,a sword slicing through a loaf of bread
2174.png,40.737,40.737,a piece of bread with a knife sticking out of it,0.2772,0.7238,a piece of bread with a knife ,-2.104701281,,38.599,a sword slicing through a loaf of bread
2175.png,47.385,47.385,a piece of cake with a knife on top of it,0.189548936,0.512,a piece of cake with a knife ,-1.201183558,,39.195,a sword slicing through a loaf of bread
2176.png,45.341,45.341,a hat that is on top of a table,0.119646,0.5865,a hat that is on ,-2.09908843,,45.311,an orange wearing a cowboy hat
2177.png,40.978,40.978,a close up picture of a red light in a room,0.0807072,0.2402,a close up picture of a red ,-2.203104973,,39.398,an orange wearing a cowboy hat
2178.png,44.024,44.024,a red hat sitting on top of a red hat,0.057648,0.4804,a red hat ,-1.076622367,,42.193,an orange wearing a cowboy hat
2179.png,39.949,39.949,a piece of cake sitting on top of a table,0.0196416,0.2046,a piece ,-2.276967525,,41.845,an orange wearing a cowboy hat
2180.png,46.284,46.284,a bowl with a bowl of food on top of it,0.317236364,0.4362,a bowl with a bowl of food on top of it ,-0.381978035,,37.854,A bowl of soup that looks like a monster with tofu says deep learning
2181.png,52.869,52.869,a bowl of soup and a cup of coffee,0.089754545,0.5485,a bowl of soup ,0.217937812,,43.608,A bowl of soup that looks like a monster with tofu says deep learning
2182.png,46.171,46.171,a white bowl filled with a cup of coffee,0.087273818,0.2963,a white bowl filled with a ,-0.603572905,,48.08,A bowl of soup that looks like a monster with tofu says deep learning
2183.png,48.754,48.754,a cupcake sitting on top of a white plate,0.024327273,0.223,a cupcake ,-1.439468861,,45.468,A bowl of soup that looks like a monster with tofu says deep learning
2184.png,52.73,52.73,a painting of a bunch of graffiti on a wall,0.063595,0.3634,a painting of ,0.502959013,,45.28,a drawing of a series of musical notes wrapped around the Earth
2185.png,50.678,50.678,a painting of a train on a wall,0.0629125,0.3595,a painting of ,1.436405778,,48.405,a drawing of a series of musical notes wrapped around the Earth
2186.png,50.605,50.605,a paper plate with a picture of a cat on it,0.05166,0.2952,a paper plate ,0.829550266,,49.726,a drawing of a series of musical notes wrapped around the Earth
2187.png,45.222,45.222,a person on a snowboard in the air,0.01191375,0.1059,a person ,-1.65947783,,43.221,a drawing of a series of musical notes wrapped around the Earth
2188.png,40.247,40.247,"a bathroom with a toilet, sink, and mirror",0.033554286,0.2202,a bathroom with ,-2.242193222,,37.13,a small kitchen with a white goat in it
2189.png,55.773,55.773,a black and white cat sitting on a kitchen counter,0.169051429,0.4128,a black and white cat sitting on a kitchen ,-1.029365301,,50.148,a small kitchen with a white goat in it
2190.png,54.584,54.584,"a kitchen with a stove, sink, and refrigerator",0.086714286,0.607,a kitchen with ,1.185819507,,49.61,a small kitchen with a white goat in it
2191.png,55.077,55.077,a white cat sitting on top of a kitchen counter,0.17287619,0.4538,a white cat sitting on top of a kitchen ,-0.464542836,,53.833,a small kitchen with a white goat in it
2192.png,36.078,36.078,a pool of water with a statue of a man in it,0.04674,0.3116,a pool of water ,-0.998722255,,44.534,A large city fountain that has milk instead of water. Several cats are leaning into the fountain.
2193.png,56.691,56.691,a statue of a man in a bathing suit standing next to a fountain,0.09762,0.1627,a statue of a man in a bathing suit standing next to a fountain ,-0.16011031,,48.347,A large city fountain that has milk instead of water. Several cats are leaning into the fountain.
2194.png,51.631,51.631,a fire hydrant spraying water on a city street,0.144375,0.385,a fire hydrant spraying water on a city ,0.610103726,,48.395,A large city fountain that has milk instead of water. Several cats are leaning into the fountain.
2195.png,53.26,53.26,a polar bear walking through the water next to a fountain,0.14300625,0.263,a polar bear walking through the water next to a fountain ,1.156286836,,51.927,A large city fountain that has milk instead of water. Several cats are leaning into the fountain.
2196.png,65.651,65.651,an elephant standing in front of a stone wall,0.387188571,0.6874,an elephant standing in front of a stone wall ,0.570880473,,61.987,an elephant walking on the Great Wall
2197.png,64.725,64.725,a large elephant standing on top of a stone wall,0.4089,0.6815,a large elephant standing on top of a stone wall ,1.775871754,,68.759,an elephant walking on the Great Wall
2198.png,64.675,64.675,a large elephant standing next to a stone wall,0.39704449,0.6899,a large elephant standing next to a stone wall ,1.710777521,,61.537,an elephant walking on the Great Wall
2199.png,32.185,32.185,a person walking down a street with an umbrella,0.068985306,0.3314,a person walking ,0.231843337,,32.579,an elephant walking on the Great Wall
2200.png,56.966,56.966,a black and white dog swimming in the water,0.152337778,0.3116,a black and white dog swimming in the water ,-0.787126303,,39.505,A photo of a panda made of water.
2201.png,55.779,55.779,a black and white polar bear swimming in the water,0.189776667,0.3349,a black and white polar bear swimming in the water ,-0.056174595,,51.243,A photo of a panda made of water.
2202.png,47.683,47.683,a polar bear swimming in a pool of water,0.151426667,0.3324,a polar bear swimming in a pool of water ,0.286951661,,43.646,A photo of a panda made of water.
2203.png,36.819,36.819,a black and white polar bear in a pool of water,0.204053333,0.3826,a black and white polar bear in a pool of water ,-0.769081414,,43.391,A photo of a panda made of water.
2204.png,60.534,60.534,a man with a beard and glasses,0.215521538,0.4519,a man with a beard and glasses ,-0.832520604,,57.871,"a portrait of a man wearing sunglasses and a business suit, painting in pop art style"
2205.png,60.919,60.919,a painting of a man with a cat on his head,0.173798077,0.6025,a painting of a man with ,-0.322452098,,60.726,"a portrait of a man wearing sunglasses and a business suit, painting in pop art style"
2206.png,60.304,60.304,a man in a suit and tie posing for a picture,0.100476923,0.4354,a man in a suit and ,1.563933015,,60.482,"a portrait of a man wearing sunglasses and a business suit, painting in pop art style"
2207.png,38.75,38.75,a man in a suit and tie,0.095976923,0.4159,a man in a suit and ,0.681534529,,50.677,"a portrait of a man wearing sunglasses and a business suit, painting in pop art style"
2208.png,49.099,49.099,a painting of a train with a cartoon character on it,0.260057143,0.656,a painting of a train with a cartoon ,0.970272779,,53.874,a cartoon of a train going to the moon
2209.png,56.104,56.104,a painting of a train with a cartoon character on it,0.260057143,0.656,a painting of a train with a cartoon ,1.34749198,,59.529,a cartoon of a train going to the moon
2210.png,56.535,56.535,a cartoon of a train on a train track,0.172935,0.7686,a cartoon of a train ,1.417842746,,54.604,a cartoon of a train going to the moon
2211.png,42.314,42.314,a toy train is on the ground in the dark,0.070765714,0.5504,a toy train ,-0.525012136,,42.499,a cartoon of a train going to the moon
2212.png,35.376,35.376,a wii game controller sitting on top of a piece of paper,0.19506,0.3251,a wii game controller sitting on top of a piece of paper ,-2.099492788,,41.315,A spaceship made of cardboard.
2213.png,54.958,54.958,a cardboard box with a robot on top of it,0.092930526,0.7357,a cardboard ,0.034814864,,51.95,A spaceship made of cardboard.
2214.png,42.796,42.796,a man laying on top of a box in the air,0.146484211,0.3479,a man laying on top of a box in the air ,-1.055560708,,38.17,A spaceship made of cardboard.
2215.png,50.684,50.684,a piece of paper that is on top of a table,0.119342105,0.4535,a piece of paper that is ,-0.555415928,,40.941,A spaceship made of cardboard.
2216.png,42.742,42.742,a pink flower sitting on top of a green plant,0.185186667,0.4902,a pink flower sitting on top of a ,-1.171777129,,48.133,A photo of a lotus flower made of water. 
2217.png,54.71,54.71,a painting of a bird with a flower in it,0.211068889,0.4999,a painting of a bird with a flower in ,1.313539505,,56.874,A photo of a lotus flower made of water. 
2218.png,51.443,51.443,a close up picture of a flower in the water,0.528977778,0.6492,a close up picture of a flower in the water ,-1.150559545,,47.061,A photo of a lotus flower made of water. 
2219.png,50.06,50.06,two colorful flowers are in the water near each other,0.227746667,0.5394,two colorful flowers are in the water ,-0.513118148,,49.216,A photo of a lotus flower made of water. 
2220.png,49.632,49.632,a table topped with plates of food,0.110033333,0.3301,a table topped with plates of food ,0.541213453,,49.161,a painting of the food of china
2221.png,45.685,45.685,a table topped with different types of food,0.117584762,0.2806,a table topped with different types of food ,0.81921339,,55.981,a painting of the food of china
2222.png,50.764,50.764,a table topped with plates filled with food,0.13208381,0.3152,a table topped with plates filled with food ,1.330356717,,50.214,a painting of the food of china
2223.png,34.212,34.212,a table topped with plates filled with different types of food,0.1884,0.314,a table topped with plates filled with different types of food ,-0.675508261,,49.182,a painting of the food of china
2224.png,41.793,41.793,a stuffed animal with a hat on,0.165122449,0.435,a stuffed animal with a hat on ,-1.534679055,,42.042,"an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"
2225.png,56.374,56.374,a stuffed animal with a cartoon character on it,0.252036735,0.4574,a stuffed animal with a cartoon character on ,-2.272458553,,46.966,"an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"
2226.png,56.385,56.385,a teddy bear sitting on top of a rug,0.048057551,0.3019,a teddy bear ,-2.034626484,,46.523,"an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"
2227.png,56.452,56.452,a painting of a penguin on the side of a building,0.194069388,0.587,a painting of a penguin on ,-2.034936666,,46.953,"an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"
2228.png,50.613,50.613,a painting of a house with trees,0.3577875,0.6815,a painting of a house with trees ,1.255601406,,54.202,an oil painting of a tree and a building
2229.png,47.19,47.19,a tree in front of a building with a tree trunk,0.303534545,0.6016,a tree in front of a building with a ,1.256160021,,53.712,an oil painting of a tree and a building
2230.png,40.134,40.134,a painting of a tree in front of a building,0.66008,0.8251,a painting of a tree in front of a building ,0.846209764,,52.503,an oil painting of a tree and a building
2231.png,50.937,50.937,a large tree in front of a building,0.25056,0.5104,a large tree in front of a building ,0.992333531,,57.935,an oil painting of a tree and a building
2232.png,37.14,37.14,a white house sitting in front of a grassy field,0.192937091,0.4113,a white house sitting in front of a grassy ,0.557932198,,49.292,a painting of a white country home with a wrap-around porch
2233.png,46.918,46.918,a house with a white house and a blue house,0.113583273,0.4958,a house with a white ,1.622807622,,51.449,a painting of a white country home with a wrap-around porch
2234.png,56.194,56.194,a house that has a porch with a white house,0.438036364,0.634,a house that has a porch with a white ,0.842798889,,65.87,a painting of a white country home with a wrap-around porch
2235.png,53.969,53.969,a white house sitting in front of a house,0.193627636,0.4226,a white house sitting in front of a house ,1.698952556,,62.328,a painting of a white country home with a wrap-around porch
2236.png,34.723,34.723,a blurry photo of a sunset with a building,0.142282222,0.2978,a blurry photo of a sunset with a building ,-0.726251662,,37.513,Downtown Shanghai at sunrise. detailed ink wash.
2237.png,42.86,42.86,a painting of a street scene with a train on the tracks,0.080423333,0.3147,a painting of a street ,0.206892028,,46.698,Downtown Shanghai at sunrise. detailed ink wash.
2238.png,40.919,40.919,a painting of a street scene with a fire hydrant,0.232514074,0.3203,a painting of a street scene with a fire hydrant ,0.609542727,,40.909,Downtown Shanghai at sunrise. detailed ink wash.
2239.png,53.496,53.496,a crowd of people standing on a street with umbrellas,0.07014,0.1169,a crowd of people standing on a street with umbrellas ,-0.623298764,,59.212,Downtown Shanghai at sunrise. detailed ink wash.
2240.png,51.552,51.552,a collage of photos of a dog and a cat,0.15254,0.4208,a collage of photos of a dog ,-1.226222396,,47.835,"a cartoon of a dog saying ""I see what you did there"""
2241.png,54.085,54.085,a collage of photos of a dog and a cat,0.15254,0.4208,a collage of photos of a dog ,-0.870796978,,38.132,"a cartoon of a dog saying ""I see what you did there"""
2242.png,48.279,48.279,a black and white photo of a dog and a sign,0.2396625,0.498,a black and white photo of a dog ,-1.960880876,,45.388,"a cartoon of a dog saying ""I see what you did there"""
2243.png,34.53,34.53,three photos of people sitting on a bench,0.01727375,0.1063,three photos ,-2.254036903,,38.986,"a cartoon of a dog saying ""I see what you did there"""
2244.png,57.813,57.813,a blue and white sign on a white wall,0.059416667,0.2139,a blue and white sign on ,-2.209936142,,43.353,the word 'HELLO' on a girl's face
2245.png,35.516,35.516,a blurry photo of a girl with a knife in her mouth,0.247586111,0.3745,a blurry photo of a girl with a knife in her mouth ,-0.707493901,,40.806,the word 'HELLO' on a girl's face
2246.png,51.055,51.055,a black and white photo of a person wearing a red hat,0.119446667,0.2337,a black and white photo of a person wearing a ,-0.59033221,,55.092,the word 'HELLO' on a girl's face
2247.png,51.15,51.15,a red and white sign with a picture of a cat on it,0.070777778,0.245,a red and white sign with ,-2.115792036,,37.733,the word 'HELLO' on a girl's face
2248.png,54.507,54.507,a sign with a picture of a kangaroo on it,0.121867347,0.3981,a sign with a picture of ,-0.651018977,,46.36,a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background.
2249.png,48.326,48.326,a large colorful kite flying in the sky,0.219085714,0.4473,a large colorful kite flying in the sky ,-0.688463271,,46.461,a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background.
2250.png,55.542,55.542,a large blue and yellow kite flying in the sky,0.222837551,0.3872,a large blue and yellow kite flying in the sky ,0.979204297,,50.532,a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background.
2251.png,46.884,46.884,a blue and white kite flying in the sky,0.192881633,0.3938,a blue and white kite flying in the sky ,-1.776126385,,43.176,a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background.
2252.png,49.024,49.024,a sign that is on a pole,0.128553191,0.5035,a sign that is ,1.354701161,,44.192,A sign that says Deep Learning
2253.png,55.515,55.515,"a sign that says, ""don't drink the water""",0.115238298,0.5015,"a sign that says, ",-0.347043812,,48.664,A sign that says Deep Learning
2254.png,42.549,42.549,a sign that is on the side of a building,0.096912766,0.5061,a sign that is ,-0.147329405,,45.45,A sign that says Deep Learning
2255.png,33.426,33.426,a sign that is on the side of a building,0.096912766,0.5061,a sign that is ,0.43912068,,42.645,A sign that says Deep Learning
2256.png,39.256,39.256,a red and white frosted cake with a clock on top of it,0.037535294,0.2127,a red and ,1.33810699,,39.048,the word 'APPLE' on an apple
2257.png,47.91,47.91,a red and white stripe on a green and white checkered background,0.038047059,0.2156,a red and ,0.685982108,,41.557,the word 'APPLE' on an apple
2258.png,50.833,50.833,two pieces of paper with a tennis ball and a racquet,0.104204118,0.2187,two pieces of paper with a ,-0.471950322,,43.487,the word 'APPLE' on an apple
2259.png,50.629,50.629,a red and white sign with a picture of a bear on it,0.111670588,0.226,a red and white sign with a ,1.724226713,,49.464,the word 'APPLE' on an apple
2260.png,53.454,53.454,a cup of coffee and a cup of coffee on a table,0.257361,0.6599,a cup of coffee and a cup ,0.331040829,,45.445,"Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other."
2261.png,61.951,61.951,a coffee cup with a picture of a person on it,0.167211,0.6193,a coffee cup with ,-0.036699306,,58.38,"Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other."
2262.png,36.006,36.006,a close up picture of some food,0.112512,0.2344,a close up picture of some food ,-2.097497225,,40.512,"Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other."
2263.png,52.07,52.07,a cup of coffee sitting on top of a table,0.142536,0.5939,a cup of coffee ,0.597691774,,47.366,"Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other."
2264.png,69.022,69.022,a sign on a building with a picture of a dog on it,0.029523077,0.1919,a sign on ,-1.273919702,,48.298,the word 'START'
2265.png,63.665,63.665,a blue and white sign with a cartoon character on it,0.058652308,0.1412,a blue and white sign with ,0.014590409,,61.197,the word 'START'
2266.png,65.055,65.055,a black and white street sign on the side of a road,0.069046154,0.136,a black and white street sign on ,0.70790416,,58.788,the word 'START'
2267.png,37.275,37.275,an upside down picture of a person with an umbrella,0.022846154,0.099,an upside down ,-0.603274465,,40.468,the word 'START'
2268.png,47.237,47.237,a sign that has some stickers on it,0.192829091,0.3928,a sign that has some stickers on it ,0.40779689,,46.968,"a yellow wall with 'Hello, world.' written on it"
2269.png,57.659,57.659,a yellow caution sign sitting on the side of a road,0.056147727,0.4575,a yellow ,-0.076060876,,51.168,"a yellow wall with 'Hello, world.' written on it"
2270.png,60.114,60.114,a yellow and white sign with graffiti on it,0.41188,0.5884,a yellow and white sign with graffiti on it ,1.697087049,,59.734,"a yellow wall with 'Hello, world.' written on it"
2271.png,35.904,35.904,a painting of a man on a wall with graffiti on it,0.196684091,0.4121,a painting of a man on a wall with ,-0.730042636,,37.836,"a yellow wall with 'Hello, world.' written on it"
2272.png,48.157,48.157,a wall with a picture of a person in front of it,0.052036765,0.2359,a wall with a picture of ,-0.234830931,,43.368,a store front with 'Grassy Meadow' written on it
2273.png,64.128,64.128,"a store front with a sign that says ""downtown""",0.072944118,0.5905,a store front ,1.883630395,,55.192,a store front with 'Grassy Meadow' written on it
2274.png,50.327,50.327,a building with a sign on the front of it,0.122802353,0.3866,a building with a sign on the front ,0.056417506,,48.14,a store front with 'Grassy Meadow' written on it
2275.png,49.2,49.2,a store front with a plant in front of it,0.255904412,0.6445,a store front with a plant ,1.398141503,,47.291,a store front with 'Grassy Meadow' written on it
2276.png,47.827,47.827,a sign on a road with mountains,0.042532,0.4557,a sign ,1.08942759,,53.558,"A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon."
2277.png,42.56,42.56,a painting of a man standing on top of a lush green field,0.059136,0.3168,a painting of ,-1.810880065,,41.675,"A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon."
2278.png,49.967,49.967,a sign on the side of a stone wall,0.149072,0.5082,a sign on the side of ,1.276305437,,48.495,"A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon."
2279.png,58.389,58.389,a sign that is on the side of a mountain,0.158664,0.5409,a sign that is on the ,0.739954114,,56.552,"A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon."
2280.png,63.121,63.121,a brown and white cat and a black and white cat,0.582,0.582,a brown and white cat and a black and white cat ,0.959951222,,49.124,Four cats surrounding a dog
2281.png,50.719,50.719,a dog and a cat sitting next to each other,0.12118,0.6059,a dog and a cat ,1.190100193,,46.306,Four cats surrounding a dog
2282.png,45.106,45.106,a brown and white cat and a black and white cat,0.4656,0.582,a brown and white cat and a black and white cat ,0.870721281,,41.419,Four cats surrounding a dog
