image,align_score,prompt,caption,quality_score,similarity_score,similarity_sentence,ImageReward_score,modifier,TOPIQ_score,Unnamed: 10,TOPIQ_score_bare
1719.png,42.832,"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu",a painting of a train on top of a bridge,46.917,0.2586,a painting of ,-0.101327345,0.15516,0.574281394,,0.5728530287742615
1720.png,51.626,a dolphin in an astronaut suit on saturn,a snowboarder is in the middle of a jump,56.081,0.2042,a snowboarder is in the ,-1.524006128,0.12251999999999999,0.584047854,,0.4040765464305877
1721.png,39.004,a dolphin in an astronaut suit on saturn,a bird flying through the air with a surfboard in it's mouth,40.444,0.353,a bird flying through the air with a surfboard in ,-2.173313856,0.2118,0.447107643,,0.6024412512779236
1722.png,48.063,a dolphin in an astronaut suit on saturn,a snowboarder is in the middle of a jump,59.664,0.2042,a snowboarder is in the ,-1.435358763,0.12251999999999999,0.599138975,,0.5446625351905823
1723.png,47.027,a dolphin in an astronaut suit on saturn,a person wearing a green jacket and a yellow vest,50.994,0.2311,a person wearing a green jacket and a yellow vest ,-1.610963225,0.13866,0.577064157,,0.3541420698165893
1724.png,59.603,a library filled with kids reading books,a small group of children reading books in a library,56.975,0.7697,a small group of children reading books in a library ,1.210667849,0.46182,0.611611903,,0.4811570942401886
1725.png,61.54,a library filled with kids reading books,a library filled with books and people sitting at desks,53.129,0.8142,a library filled with books ,0.732935011,0.8142,0.655951798,,0.5962299704551697
1726.png,57.505,a library filled with kids reading books,two children are reading books in a library,57.79,0.7035,two children are reading books in a library ,0.981058657,0.4221,0.6234442,,0.4539104104042053
1727.png,52.391,a library filled with kids reading books,a library filled with lots of books and pictures,39.525,0.7817,a library filled with lots of books ,-1.698520541,0.46901999999999994,0.58090651,,0.6611369252204895
1728.png,65.259,a large white yacht in a calm bay on a sunny day,a large white boat floating on top of a body of water,67.897,0.6391,a large white boat ,0.330625325,0.38345999999999997,0.681942105,,0.6265595555305481
1729.png,44.445,a large white yacht in a calm bay on a sunny day,boats are docked in the water,40.012,0.452,boats are ,-1.444982171,0.2712,0.46492818,,0.6166372895240784
1730.png,67.7,a large white yacht in a calm bay on a sunny day,a large white boat on a body of water,62.166,0.6702,a large white boat on a body of water ,0.71218133,0.46914,0.638455987,,0.6287600994110107
1731.png,55.949,a large white yacht in a calm bay on a sunny day,a white sailboat on a body of water,56.764,0.6679,a white sailboat on a body of water ,-0.317204952,0.40074000000000004,0.649013042,,0.6954657435417175
1732.png,58.816,purple lego dollhouse with a pool and a swing,a picnic table with a cake on top of it,54.821,0.2918,a picnic table with a ,0.735041678,0.17507999999999999,0.589395285,,0.5048221349716187
1733.png,55.006,purple lego dollhouse with a pool and a swing,a pink and blue toy boat sitting on top of a green lawn,52.67,0.5006,a pink and blue toy ,1.644136429,0.30036,0.563971877,,0.3900924026966095
1734.png,55.913,purple lego dollhouse with a pool and a swing,a toy model of a small toy house,58.813,0.5022,a toy model of a small toy house ,1.707205534,0.30132,0.592954516,,0.5391128063201904
1735.png,51.735,purple lego dollhouse with a pool and a swing,a small child's birthday cake on a table,50.681,0.228,a small child's birthday cake on a table ,0.766598821,0.1368,0.47475031,,0.5810697078704834
1736.png,55.763,a small garden with an apple tree behind it,a tree in the middle of a garden,50.898,0.566,a tree in the middle of a garden ,0.264411539,0.33959999999999996,0.664525926,,0.7646052241325378
1737.png,43.425,a small garden with an apple tree behind it,a vase filled with flowers sitting on top of a tree,35.969,0.363,a vase filled with flowers sitting on top of a tree ,-1.915583253,0.2178,0.418045431,,0.4979294240474701
1738.png,47.822,a small garden with an apple tree behind it,a tree filled with lots of fruit next to a building,48.495,0.5844,a tree filled with lots of fruit next to a ,0.414242744,0.35064,0.643920541,,0.7481094598770142
1739.png,54.696,a small garden with an apple tree behind it,a garden filled with lots of plants and flowers,55.922,0.5597,a garden ,1.249369979,0.33581999999999995,0.697844148,,0.7147294878959656
1740.png,42.767,a bloody mary cocktail next to a napkin,a glass of water next to a plate of food,37.352,0.3603,a glass of water next to a plate of food ,-2.209806442,0.21618,0.464171559,,0.5799239873886108
1741.png,47.825,a bloody mary cocktail next to a napkin,a glass of orange juice sitting on top of a table,51.199,0.4352,a glass of orange juice sitting on top of a table ,1.486632228,0.26111999999999996,0.588162184,,0.5841968655586243
1742.png,53.792,a bloody mary cocktail next to a napkin,a glass of orange juice sitting on top of a table,58.435,0.4352,a glass of orange juice sitting on top of a table ,1.495999575,0.26111999999999996,0.64723146,,0.504138171672821
1743.png,49.921,a bloody mary cocktail next to a napkin,a glass of orange juice sitting on top of a napkin,55.811,0.4747,a glass of orange juice sitting on top of a napkin ,1.483514428,0.33229,0.584514856,,0.580762505531311
1744.png,51.48,a kids' book cover with an illustration of white dog driving a red pickup truck,a toy truck with a cartoon character on it,49.021,0.4897,a toy truck with a cartoon character ,-1.265275121,0.29382,0.547909021,,0.6871260404586792
1745.png,44.983,a kids' book cover with an illustration of white dog driving a red pickup truck,a red truck parked next to a painting of a cow,38.555,0.5224,a red truck ,-0.829546332,0.31344,0.449443549,,0.6450947523117065
1746.png,55.564,a kids' book cover with an illustration of white dog driving a red pickup truck,a painting of a cartoon character on a truck,50.878,0.3964,a painting of a cartoon character on a truck ,0.088322774,0.23783999999999997,0.507410765,,0.5074623823165894
1747.png,49.288,a kids' book cover with an illustration of white dog driving a red pickup truck,a truck with a picture of a dog on the side of it,58.576,0.707,a truck with a picture of a dog ,1.054244518,0.42419999999999997,0.562959671,,0.7099259495735168
1748.png,60.106,A bare kitchen has wood cabinets and white appliances,a kitchen with a stove top oven and a microwave,64.693,0.6791,a kitchen with ,-0.994053245,0.40746,0.704055965,,0.7621901631355286
1749.png,58.58,A bare kitchen has wood cabinets and white appliances,a kitchen with wooden cabinets and stainless steel appliances,61.613,0.7806,a kitchen with wooden cabinets and stainless steel appliances ,-1.010841131,0.5464199999999999,0.618909061,,0.5951783061027527
1750.png,52.224,A bare kitchen has wood cabinets and white appliances,"a kitchen with a sink, stove, and refrigerator",41.706,0.6791,a kitchen with ,-1.41047895,0.40746,0.517860234,,0.6213797330856323
1751.png,55.561,A bare kitchen has wood cabinets and white appliances,"a kitchen with a stove, microwave and refrigerator",60.626,0.6791,a kitchen with ,-0.590199709,0.40746,0.650319099,,0.5856161713600159
1752.png,62.252,a fall landscape with a small cottage next to a lake,a large body of water surrounded by trees,58.938,0.3243,a large body of water surrounded by trees ,1.296351075,0.19457999999999998,0.604865015,,0.6941360831260681
1753.png,66.587,a fall landscape with a small cottage next to a lake,a house with a clock on the front of it,67.319,0.2999,a house ,1.315094233,0.17994,0.678210378,,0.7133805155754089
1754.png,48.345,a fall landscape with a small cottage next to a lake,a house with a tree in front of it,47.231,0.3263,a house with a tree in front of it ,-1.857189059,0.19577999999999998,0.435157984,,0.4577399790287018
1755.png,71.501,a fall landscape with a small cottage next to a lake,a red boat sitting on top of a lake next to a forest,69.208,0.3984,a red boat sitting on top of a lake next to a forest ,1.500949383,0.23903999999999997,0.662442088,,0.6315634846687317
1756.png,56.888,a teddy bear on a skateboard in times square,a teddy bear is sitting on a city street,56.502,0.5997,a teddy bear is ,1.985155344,0.35982,0.589302778,,0.5753790140151978
1757.png,58.698,a teddy bear on a skateboard in times square,a teddy bear sitting on top of a skateboard,57.745,0.6449,a teddy bear sitting on top of a skateboard ,1.986569166,0.38694,0.577251554,,0.5015174746513367
1758.png,61.726,a teddy bear on a skateboard in times square,a teddy bear is sitting on a city street,64.627,0.5997,a teddy bear is ,1.990507483,0.35982,0.552235723,,0.5174616575241089
1759.png,48.176,a teddy bear on a skateboard in times square,a teddy bear sitting on top of a skateboard,39.942,0.6449,a teddy bear sitting on top of a skateboard ,1.810445666,0.38694,0.438097924,,0.5445379614830017
1760.png,57.156,A blue colored dog,a blue and white dog with a blue bow on it's head,63.082,0.8566,a blue and white dog ,0.824584663,0.5996199999999999,0.673410773,,0.5384683012962341
1761.png,62.504,A blue colored dog,a small dog standing on a sidewalk next to a road,64.746,0.5135,a small dog ,0.985133708,0.3081,0.688420892,,0.675660252571106
1762.png,45.469,A blue colored dog,a white dog with a blue collar sitting on a blue blanket,56.417,0.7936,a white dog with a blue ,-1.023952127,0.47615999999999997,0.573009968,,0.6370855569839478
1763.png,55.932,A blue colored dog,a brown dog with a blue collar is looking at the camera,53.762,0.8072,a brown dog with a blue ,0.861205578,0.48432,0.650527477,,0.6917473673820496
1764.png,60.365,A photo of an astronaut riding a horse in the forest.,a man riding on the back of a brown horse,57.57,0.4136,a man riding on the back of a brown horse ,1.832459688,0.24816,0.624379635,,0.5467920303344727
1765.png,63.578,A photo of an astronaut riding a horse in the forest.,a man riding on the back of a brown horse,58.57,0.4136,a man riding on the back of a brown horse ,1.108553529,0.24816,0.618861794,,0.5742859244346619
1766.png,44.521,A photo of an astronaut riding a horse in the forest.,a person riding a pair of skis on top of a forest,44.551,0.44,a person riding a pair of skis on top of a forest ,-1.000484228,0.264,0.446565866,,0.6054714322090149
1767.png,63.545,A photo of an astronaut riding a horse in the forest.,a man riding on the back of a brown horse,58.461,0.4136,a man riding on the back of a brown horse ,1.87714839,0.24816,0.622228324,,0.559968888759613
1768.png,44.864,A bicycle on top of a boat,a small boat is parked in the water,57.908,0.6301,a small boat ,0.974634528,0.37806,0.654668808,,0.6367872357368469
1769.png,41.971,A bicycle on top of a boat,a bicycle parked on a dock next to a body of water,43.34,0.6392,a bicycle ,0.487028927,0.38351999999999997,0.491668612,,0.6086125373840332
1770.png,54.298,A bicycle on top of a boat,a bike parked on a dock next to a body of water,55.075,0.605,a bike ,1.727252722,0.363,0.641030073,,0.6485255360603333
1771.png,58.965,A bicycle on top of a boat,a small boat is floating on top of a body of water,60.894,0.7119,a small boat is floating on top of a ,1.821315646,0.42713999999999996,0.677237689,,0.6689446568489075
1772.png,60.061,a sword slicing through a loaf of bread,a person holding a knife over a loaf of bread,56.57,0.6595,a person holding a knife over a loaf of bread ,-0.855370522,0.3957,0.644677699,,0.6519057154655457
1773.png,54.971,a sword slicing through a loaf of bread,a knife on a cutting board next to a sandwich,56.199,0.5983,a knife on a cutting ,-0.066471085,0.35898,0.626353502,,0.6221233010292053
1774.png,52.029,a sword slicing through a loaf of bread,a cutting board with a knife and a loaf of bread,55.116,0.7165,a cutting board with a knife and a loaf ,0.018683335,0.4299,0.641307592,,0.6266618371009827
1775.png,37.211,a sword slicing through a loaf of bread,a piece of paper with a knife sticking out of it,46.731,0.4857,a piece of paper with a knife ,-2.191453695,0.29142,0.409626037,,0.6152074337005615
1776.png,41.846,an orange wearing a cowboy hat,a large orange hat sitting on top of a table,62.486,0.6989,a large orange hat ,-2.031629324,0.55912,0.553136587,,0.6016698479652405
1777.png,67.272,an orange wearing a cowboy hat,a close up picture of an orange on a hat,65.158,0.6036,a close up picture of an orange on a hat ,0.628124952,0.36216,0.662385821,,0.6422133445739746
1778.png,49.476,an orange wearing a cowboy hat,a hat sitting on top of a table,50.383,0.5091,a hat ,-2.235345364,0.30546,0.562544584,,0.4976322948932647
1779.png,31.756,an orange wearing a cowboy hat,a bowl of oranges sitting on top of a blue wall,39.569,0.4019,a bowl of oranges ,-1.620417476,0.24113999999999997,0.454902381,,0.6968808770179749
1780.png,52.886,A bowl of soup that looks like a monster with tofu says deep learning,a bowl filled with a bowl of soup and a spoon,62.017,0.5273,a bowl filled with a bowl of soup ,-0.121193983,0.31638,0.647469759,,0.4836398661136627
1781.png,40.666,A bowl of soup that looks like a monster with tofu says deep learning,a white bowl filled with ice cream on top of a table,49.8,0.2909,a white bowl filled with ,-2.039214134,0.17454,0.59123683,,0.5596196055412292
1782.png,34.438,A bowl of soup that looks like a monster with tofu says deep learning,a table topped with a bunch of different colored fruit,34.706,0.1849,a table topped with a bunch of different colored fruit ,-2.271633625,0.11094,0.460319191,,0.5689461827278137
1783.png,51.08,A bowl of soup that looks like a monster with tofu says deep learning,a bowl of food sitting on top of a wooden table,55.324,0.4169,a bowl of food ,-1.288779616,0.25014,0.632480025,,0.5113548636436462
1784.png,45.529,a drawing of a series of musical notes wrapped around the Earth,a painting of a man in a black and white photo,47.625,0.3595,a painting of ,-0.482279599,0.21569999999999998,0.521767914,,0.6603115200996399
1785.png,47.299,a drawing of a series of musical notes wrapped around the Earth,a black and white photo of a black and white vase,50.528,0.2324,a black and white photo of ,-0.465131223,0.13943999999999998,0.546846867,,0.4323948919773102
1786.png,43.44,a drawing of a series of musical notes wrapped around the Earth,a black and white photo of a wooden table,49.579,0.23,a black and white photo of ,-1.745310545,0.138,0.52630347,,0.5871664881706238
1787.png,45.673,a drawing of a series of musical notes wrapped around the Earth,a collage of photos of a person on a chalkboard,49.369,0.2268,a collage of photos of a person on a chalkboard ,-1.608657241,0.13608,0.543871462,,0.5069829225540161
1788.png,39.746,a small kitchen with a white goat in it,a dog sitting on the floor next to a sink,39.83,0.2951,a dog sitting on the floor next to a sink ,-0.985084474,0.17705999999999997,0.435401231,,0.5065455436706543
1789.png,55.642,a small kitchen with a white goat in it,a white and black sheep standing in a kitchen,56.438,0.6107,a white and black sheep standing in a kitchen ,1.14430964,0.36642,0.605814338,,0.6099329590797424
1790.png,48.975,a small kitchen with a white goat in it,a cat sitting on top of a wooden chair in a kitchen,49.103,0.288,a cat sitting on top of a wooden chair in a kitchen ,1.735942245,0.17279999999999998,0.602948844,,0.6206247210502625
1791.png,57.352,a small kitchen with a white goat in it,a white goat standing next to a wooden door,65.525,0.6997,a white goat standing next to a wooden ,-1.091269016,0.6997,0.720910072,,0.7188051342964172
1792.png,45.783,A large city fountain that has milk instead of water. Several cats are leaning into the fountain.,a fire hydrant that is in the middle of a fountain,52.636,0.3565,a fire hydrant that is in the middle of a fountain ,0.828937471,0.21389999999999998,0.595881879,,0.5749401450157166
1793.png,43.861,A large city fountain that has milk instead of water. Several cats are leaning into the fountain.,a zebra drinking water from a fountain,58.324,0.4662,a zebra drinking water from a fountain ,0.270166218,0.27971999999999997,0.559971094,,0.6225000023841858
1794.png,40.297,A large city fountain that has milk instead of water. Several cats are leaning into the fountain.,a fire hydrant that is in the middle of a street,41.72,0.2896,a fire hydrant that is in the middle of a street ,-1.497959852,0.17376,0.399550825,,0.5345727801322937
1795.png,49.677,A large city fountain that has milk instead of water. Several cats are leaning into the fountain.,a cat that is sitting in a fountain,51.506,0.5429,a cat that is sitting in a fountain ,0.988867462,0.38003000000000003,0.596873164,,0.5247328877449036
1796.png,59.548,an elephant walking on the Great Wall,a large elephant standing on top of a lush green hillside,64.065,0.6548,a large elephant ,1.658390164,0.39288,0.654437423,,0.5513655543327332
1797.png,50.72,an elephant walking on the Great Wall,a herd of elephants walking down a sidewalk,44.325,0.6277,a herd of elephants walking ,-1.154028058,0.37662,0.466481626,,0.615557849407196
1798.png,52.069,an elephant walking on the Great Wall,a large elephant standing next to a stone wall,52.177,0.6899,a large elephant standing next to a stone wall ,1.388244867,0.4829299999999999,0.601439238,,0.5375428795814514
1799.png,59.221,an elephant walking on the Great Wall,a large elephant standing next to a stone wall,54.622,0.6899,a large elephant standing next to a stone wall ,1.172973514,0.41394,0.576965094,,0.6959344744682312
1800.png,48.169,A photo of a panda made of water.,a large black and white polar bear in a pool of water,59.327,0.3911,a large black and white polar bear in a pool of water ,0.315176517,0.23465999999999998,0.60347724,,0.6123676300048828
1801.png,55.055,A photo of a panda made of water.,a black and white polar bear swimming in the water,55.689,0.3349,a black and white polar bear swimming in the water ,0.111375727,0.20093999999999998,0.623200893,,0.5438979268074036
1802.png,42.769,A photo of a panda made of water.,a black and white bear swimming in a body of water,53.024,0.3531,a black and white bear swimming in a body of water ,-0.198414966,0.21186000000000002,0.535708308,,0.5469904541969299
1803.png,40.766,A photo of a panda made of water.,a black and white bird flying through the air,41.134,0.2411,a black and white bird ,-1.84118402,0.14466,0.450539023,,0.4908391535282135
1804.png,58.328,"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",a painting of a man with a beard and glasses,59.539,0.6393,a painting of a man with a beard and glasses ,1.110346079,0.6393,0.615734458,,0.6446483731269836
1805.png,51.872,"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",a painting of a woman with a tattoo on her face,53.656,0.4933,a painting ,-1.47547996,0.29598,0.588029742,,0.608197808265686
1806.png,55.839,"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",a painting of a man with a cat on his head,52.81,0.6025,a painting of a man with ,0.259780318,0.42175,0.55344367,,0.5651218295097351
1807.png,54.879,"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",a close up picture of a person wearing a bunny costume,54.527,0.3595,a close up picture of a person wearing a ,0.112579308,0.21569999999999998,0.612035155,,0.7169936895370483
1808.png,51.25,a cartoon of a train going to the moon,a painting of a toy train on a wall,51.643,0.5249,a painting of a toy train ,1.673381567,0.31494,0.572074413,,0.5975836515426636
1809.png,47.331,a cartoon of a train going to the moon,a painting of a cartoon character on a train,48.263,0.4681,a painting of a cartoon character on a train ,-0.613746583,0.28086,0.470309496,,0.63711017370224
1810.png,56.62,a cartoon of a train going to the moon,a painting of a cartoon character on a train,55.966,0.4681,a painting of a cartoon character on a train ,1.668645382,0.28086,0.577356756,,0.5268227458000183
1811.png,50.74,a cartoon of a train going to the moon,a cartoon of a cartoon character flying through the air,54.025,0.4609,a cartoon of a cartoon character flying through the ,1.74902916,0.27653999999999995,0.567828,,0.4271491169929504
1812.png,42.214,A spaceship made of cardboard.,a boat with a propeller on top of it,57.322,0.4356,a boat with a propeller on top of it ,0.428449988,0.26136,0.638316929,,0.6843274235725403
1813.png,66.189,A spaceship made of cardboard.,a wooden table topped with a wooden box,62.571,0.4192,a wooden ,1.270385265,0.25152,0.644258082,,0.5669254660606384
1814.png,48.042,A spaceship made of cardboard.,a model of an airplane flying on top of a table,45.926,0.3407,a model of an airplane flying on top of a table ,-0.040970072,0.20442,0.440360427,,0.7396147847175598
1815.png,58.898,A spaceship made of cardboard.,a box that is sitting on top of a table,58.321,0.522,a box that is sitting on ,0.09786699,0.4176,0.570696354,,0.5754725337028503
1816.png,51.434,A photo of a lotus flower made of water. ,a white flower sitting in the middle of a pond,60.975,0.5177,a white flower sitting in the middle of a pond ,1.232286692,0.31062,0.662889957,,0.7514331936836243
1817.png,51.751,A photo of a lotus flower made of water. ,a pink flower in a green vase on a table,63.158,0.5061,a pink flower in a green vase on a ,1.028219461,0.30366,0.694386899,,0.7343668937683105
1818.png,53.731,A photo of a lotus flower made of water. ,a green plant in a body of water,61.276,0.4377,a green plant in a body of water ,0.172179654,0.26261999999999996,0.604014993,,0.7276479005813599
1819.png,58.044,A photo of a lotus flower made of water. ,a flower in a green vase on a body of water,64.995,0.6123,a flower in a green vase on a body of water ,0.784404755,0.42860999999999994,0.712631166,,0.7033459544181824
1820.png,49.417,a painting of the food of china,a table topped with plates of different types of food,49.534,0.3248,a table topped with plates of different types of food ,0.390230179,0.19487999999999997,0.59531188,,0.6503263711929321
1821.png,46.949,a painting of the food of china,a table topped with lots of food and vegetables,50.762,0.3792,a table topped with lots of food and ,1.171778321,0.22751999999999997,0.582876325,,0.4521657228469848
1822.png,52.665,a painting of the food of china,a plate of food on a table,44.229,0.4987,a plate of food ,0.303397447,0.29922,0.435766637,,0.5328510999679565
1823.png,60.134,a painting of the food of china,a table topped with plates filled with food,59.21,0.3152,a table topped with plates filled with food ,0.946151495,0.18911999999999998,0.648990273,,0.6202583909034729
1824.png,49.801,"an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants",a brown and white penguin wearing a hat,63.51,0.6821,a brown and white penguin wearing ,-1.35378027,0.6821,0.62060082,,0.700584888458252
1825.png,37.276,"an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants",a stuffed animal with a toothbrush in it's mouth,38.619,0.3891,a stuffed animal with a ,-2.202593803,0.23346,0.39954266,,0.5619818568229675
1826.png,49.862,"an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants",a teddy bear wearing a hat with a smiley face,57.669,0.4971,a teddy bear wearing a hat with a smiley ,-1.4484483,0.29825999999999997,0.647627294,,0.6714531183242798
1827.png,47.695,"an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants",a stuffed animal that is wearing a hat,56.948,0.4364,a stuffed animal that is wearing a hat ,-1.741595626,0.26184,0.551969767,,0.6713976263999939
1828.png,50.784,an oil painting of a tree and a building,a painting of a tree in front of a window,58.353,0.8088,a painting of a tree ,-1.938077927,0.48527999999999993,0.635259867,,0.6748952865600586
1829.png,54.805,an oil painting of a tree and a building,a tree in the middle of a lush green field,47.578,0.5574,a tree in the ,1.209244967,0.33444,0.485299379,,0.2990198731422424
1830.png,42.008,an oil painting of a tree and a building,a tree in the middle of a forest,51.456,0.5574,a tree in the ,-1.655297041,0.33444,0.511877358,,0.3871363997459411
1831.png,52.371,an oil painting of a tree and a building,a tree in the middle of a forest,40.922,0.5574,a tree in the ,-0.200054199,0.33444,0.384600848,,0.2835789620876312
1832.png,57.567,a painting of a white country home with a wrap-around porch,a white house with a blue roof and white windows,53.777,0.4688,a white house with a blue roof and white ,1.350546837,0.28128,0.545309305,,0.4589288532733917
1833.png,50.637,a painting of a white country home with a wrap-around porch,a white house with a white house,48.707,0.4229,a white house with a white ,-0.777686238,0.25373999999999997,0.442268103,,0.4911554753780365
1834.png,59.642,a painting of a white country home with a wrap-around porch,a house that has a porch and a house,63.164,0.5487,a house that has a porch ,1.566553712,0.43896,0.650831103,,0.5902197360992432
1835.png,63.742,a painting of a white country home with a wrap-around porch,a house with a white house and a blue house,61.478,0.4958,a house with a white ,1.683412671,0.29748,0.628486335,,0.5522319078445435
1836.png,53.94,Downtown Shanghai at sunrise. detailed ink wash.,an old photo of a building with a clock tower,51.96,0.3085,an old photo of a building with a clock ,-1.89944613,0.1851,0.491829544,,0.4757945239543915
1837.png,53.141,Downtown Shanghai at sunrise. detailed ink wash.,a city street filled with lots of tall buildings,50.819,0.3009,a city ,-2.10346055,0.18054,0.539142609,,0.4172849357128143
1838.png,52.607,Downtown Shanghai at sunrise. detailed ink wash.,a city street with buildings and a clock tower,56.294,0.3368,a city street with buildings and a clock tower ,-2.233700037,0.20207999999999998,0.573190153,,0.3674101531505584
1839.png,50.287,Downtown Shanghai at sunrise. detailed ink wash.,a tall clock tower towering over a city,50.172,0.2781,a tall clock tower towering over a city ,-1.419529676,0.16686,0.532669902,,0.6815841794013977
1840.png,46.075,"a cartoon of a dog saying ""I see what you did there""",a collage of photos of a dog and a cat,52.168,0.4208,a collage of photos of a dog ,-1.030299902,0.25248,0.515928805,,0.633124828338623
1841.png,39.118,"a cartoon of a dog saying ""I see what you did there""",a collage of photos of a dog and a cat,43.261,0.4208,a collage of photos of a dog ,-1.285632491,0.25248,0.483035594,,0.6560046076774597
1842.png,40.747,"a cartoon of a dog saying ""I see what you did there""",a painting of a woman and a dog on a wall,43.232,0.3727,a painting of a woman and a dog on ,-1.868831992,0.22361999999999999,0.48720333,,0.6659652590751648
1843.png,46.278,"a cartoon of a dog saying ""I see what you did there""",a sign with a picture of a dog on it,52.308,0.5651,a sign with a picture of a dog on it ,-0.02588263,0.5651,0.523895025,,0.6302847266197205
1844.png,37.723,the word 'HELLO' on a girl's face,a woman sitting in front of a wall with a sign,40.353,0.2307,a woman sitting in front of a wall with a sign ,-0.215529203,0.13842,0.425471336,,0.6649609208106995
1845.png,44.38,the word 'HELLO' on a girl's face,a woman is smiling while holding a cell phone,54.671,0.3136,a woman is smiling while ,-1.66635251,0.18816,0.565980971,,0.5973846912384033
1846.png,44.399,the word 'HELLO' on a girl's face,a young girl is smiling and holding a white object,59.079,0.4585,a young girl is smiling and ,-0.956480443,0.3668,0.645043671,,0.7197900414466858
1847.png,48.859,the word 'HELLO' on a girl's face,two pictures of a girl with a pink top,59.629,0.3547,two pictures of a girl with a ,-1.828860998,0.21282,0.612716496,,0.770343005657196
1848.png,55.247,a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background.,a large blue and yellow kite flying in the air,61.778,0.386,a large blue and yellow kite flying in the air ,-1.260962725,0.2316,0.664279342,,0.6976024508476257
1849.png,63.411,a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background.,a large colorful kite flying in the sky,65.242,0.4473,a large colorful kite flying in the sky ,-1.501666069,0.26837999999999995,0.697453082,,0.6656981110572815
1850.png,41.463,a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background.,a clock on the side of a wall,44.297,0.2809,a clock on the side ,-1.745920658,0.16854,0.474825531,,0.7200071811676025
1851.png,52.62,a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background.,a large colorful kite is hanging from a tree,66.635,0.4014,a large colorful kite ,-1.812655687,0.24083999999999997,0.669938684,,0.738246738910675
1852.png,53.65,A sign that says Deep Learning,a sign that is on the side of a building,62.64,0.5061,a sign that is ,1.087036133,0.5061,0.639534354,,0.5870075821876526
1853.png,44.479,A sign that says Deep Learning,a sign on a building,57.319,0.4218,a sign ,-0.092470251,0.25307999999999997,0.620759189,,0.662280797958374
1854.png,39.365,A sign that says Deep Learning,a sign that is on the side of a road,51.314,0.5061,a sign that is ,-0.606165349,0.40488,0.587158501,,0.5626145601272583
1855.png,44.031,A sign that says Deep Learning,a chalkboard with graffiti on it,49.695,0.242,a chalkboard ,-1.852263331,0.1452,0.456187308,,0.5378102660179138
1856.png,57.02,the word 'APPLE' on an apple,a red apple sitting on top of a green apple,55.092,0.6133,a red apple ,1.857770681,0.36798,0.646652341,,0.7055198550224304
1857.png,43.583,the word 'APPLE' on an apple,a small bird is sitting on top of a cake,58.123,0.1443,a small ,0.416067213,0.08658,0.634070396,,0.6891153454780579
1858.png,48.141,the word 'APPLE' on an apple,a pile of apples sitting on top of each other,60.446,0.5955,a pile of apples ,0.234633654,0.3573,0.651568592,,0.6124052405357361
1859.png,45.365,the word 'APPLE' on an apple,a sign that has a flower in it,43.704,0.2545,a sign that has a ,0.495256543,0.1527,0.432156533,,0.6732610464096069
1860.png,44.965,"Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other.",a table topped with a bunch of cupcakes,47.754,0.1273,a table topped with a bunch of cupcakes ,0.950857401,0.07637999999999999,0.546563685,,0.4226329624652862
1861.png,47.536,"Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other.",a drawing of a person with a clock on it,44.916,0.2379,a drawing of ,-1.220877409,0.14274,0.499806136,,0.6080579161643982
1862.png,53.118,"Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other.",two cupcakes sitting on top of a table,62.43,0.3883,two cupcakes ,0.791684926,0.23297999999999996,0.611176074,,0.398106575012207
1863.png,51.581,"Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other.",a cup of coffee sitting on top of a wooden table,57.254,0.5939,a cup of coffee ,1.494532824,0.35634,0.640430868,,0.5432952046394348
1864.png,50.601,the word 'START',a wooden table with a sign on it,52.893,0.086,a wooden ,0.5894382,0.05159999999999999,0.564793229,,0.5977888703346252
1865.png,45.584,the word 'START',"a sign that reads ""don't drink"" on a restaurant sign",52.291,0.1703,"a sign that reads ""don't ",-0.877098322,0.10218,0.61160475,,0.6278654932975769
1866.png,54.447,the word 'START',an advertisement for a magazine with a picture of a bear on it,55.003,0.1741,an advertisement ,-0.038394239,0.10446,0.601058662,,0.5491501688957214
1867.png,55.203,the word 'START',a pair of shoes next to a sign,56.385,0.0915,a pair of shoes next ,-0.879523814,0.0549,0.605712473,,0.5604625344276428
